Filename,Content
Direct Proofs.md,"Direct Proofs.md

1. Express as a [[Statement (Proposition)]],
2. ""Suppose $x \in D$ and $P(x)$"". 
3."
Non Constructive Proof Of Existence.md,"Non Constructive Proof Of Existence.md

Closely related to [[Constructive Proof Of Existence]], but this doesn't actually involve finding the digits about it. 

This involves one of the following:
- Showing that the existence of a given digit, that *would* prove a statement, exists thanks to a different theorem or axiom
- Showing, with [[Proofs by Contradiction]], that the assumption that that digit doesn't exist would lead to a contradiction.

This type of proof can be a balls when you're trying to actually find out how to get those digits."
Drawing Graphs.md,"Drawing Graphs.md

How does one draw a graph? Particularly useful for [[Calculus]].

### Follow these instructions:
![[Screenshot 2024-02-12 at 11.15.34 a.m..png|600]]"
Circuit Clock.md,"Circuit Clock.md

Measured in Hertz, It's a signal that goes off every few nanoseconds. The point? If for every relevant circuit you add an *and* [[Logic Gates|logic gate]], the signal will only go off when it's meant to. This causes the circuits to be very stable. 

### Rising Edge vs Falling Edge:
The Q will only change whenever the clock changes upward. 

(Image of [[SR Latch]]:)

![[Screenshot 2023-11-14 at 10.36.09 a.m..png|400]]"
NAT (Network Address Translation).md,"NAT (Network Address Translation).md

## What?
Ok so think about what an internet actually is. It's an *interconnected network* - i.e. a network of networks. Two devices ***within*** two ***distinct*** networks may have the same IP. That's fine! They're on separate networks. But what if they want to talk to each other? Cue NAT.

#### NAT:
Your device is within a network, managed by a router. That router has a dedicated IP (that's visible to the outside world). When your device makes a request for that external server, your router swaps out your IP for it. So that when the external server responds, it responds with the message for your router. Your router, then responds for you. 

Basically, NAT is in charge of masking the details of the network beneath it."
RSA Algorithm.md,"RSA Algorithm.md

> [!danger] Oh My God
> When researching this for Uni, I came across these [2](https://www.youtube.com/watch?v=4zahvcJ9glg) [videos](https://www.youtube.com/watch?v=oOcTVTpUsPQ). It's some of the best teaching I've ever witnessed. 

> [!warning] Important note!
> ***The key idea behind the algorithm is that, while the Private Key and Public Key are different, they're mathematically related. It's impossible to guess how to go from one to the other.*** 

## What:
So, the crux of [[Asymmetric Encryption]] is that you can come up with a Private-Public Key pair that's pretty damn secure. How do you do that though? Using this Algorithm. 

### Encrypting the Message:
We'll use the following [[Encryption]] formula
$$c = m^e \mod n$$

Where:
- $c$ is the **ciphertext** (the encrypted message).
- $m$ is the **message** that is being encrypted.
- $e$ is the **public exponent** (public key entry 1).
- $n$ is the **modulus** (public key entry 2).

***Basically:*** 
- Given a *public key* like `(5,14)`, you take your message, put `key[0]` as an exponent, and get the modulus of `key[1]` as your ciphertext. 

Example:
1. For this example, my public key is `(5,14)`. My private key is `(11,14)`
2. If I want to send the secret message `B`, I represent it as ASCII with `2`. 
3. My cipher text is: $2^{5}\mod 14 = 4$  
4. Therefore, my secret message `B` is encrypted as `D`

### Decrypting the Message
It's literally the same, but using the private key. 

### How'd you come up with those keys?? 
1. Pick 2 (HUGE) prime numbers.
	- $p = 2$
	- $q = 7$
2. Get the product of those numbers.
	- $n = 14$
3.  Get the *amount* of ***co-prime*** numbers with 14. 
	- *Co-prime: A number that does not share any factors with another.* 1
	- This number can be got with the formula: $(p-1)(q-1)$
	- $\phi(n) = 6$
4. Come up with a number $e$ that follows the following criteria:
	- $1 < e < \phi(n)$
	- $e$ is co-prime with both $n$ and $\phi(n)$. 
	- Note how $5$ is both of those. 
5. Finally, we want to come up with a number $d$ - your letter for decrypting.
	- Choose $d$ such that: $de(\mod \phi(n))=1$ 
	- There'll be infinite amount of options to choose from. There's some (more complicated) rules to this."
Framing Effect.md,"Framing Effect.md

### What:
When you ask things in a particular way that [[(Cognitive) Biases|cognitively biases]] someone into choosing a specific outcome"
Wave.md,"Wave.md

Waves are common phenomena in Physics. They have certain properties:
- Wavelength (how close successive waves are)
- Amplitude (height of waves)
- Number of Oscillations per second (frequency)
- Phase: Timing of oscillations

They appear in [[Sound]], [[Rods and Cones|light]] and more. 

![[Pasted image 20241207102121.png]]"
Heuristics.md,"Heuristics.md

### What:
Simple but imperfect strategies for making decisions or inferences"
Limits.md,"Limits.md

### Perspective Realisation:
So far, we've been interpreting limits without even realising it. The term $\frac{d}{dx}$ actually has the idea of a limit built in. As you make a tiny change thats so tiny (so tiny it may even be approaching 0 😉), you can get the derivative / slope of a function. 

> [!info] Formal Definition
> $$\frac{d}{dx}f(2) = lim_{h\rightarrow0}\frac{f(2+h)-f(2)}{h}$$
> This is nice because it avoids the paradox of ""infinitely small"". 

There's also an Epsilon Delta definition 😞.

> [!note] ED Definition
> Imagine an input range and output range. If you shrink the input range enough, then the corresponding output range should also still be able to shrink. Thus there's a defined limit.

There's also the idea of [[L'Hopital's Rule]].


### Limit Laws:
![[Screenshot 2023-07-30 at 9.37.01 a.m..png]]"
Diffie-Hellman.md,"Diffie-Hellman.md

## What?
It's the mechanism for how we create a [[Asymmetric Encryption|private key]] over an unsecure channel. It's not so much exchanging keys, but actually creating them together. We'll see that below:

### Setup:
-  Imagine you've got Alice's private key, Bob's private key and a pre-established key. They also both openly agree on a HUGE number $n$. There's also a much smaller number, $g$. This tends to be a smaller, prime number that is used so commonly the same that many computers just use a pre-existing number as a standard.

1. Alice randomly chooses a private key, $a$, between $1$ and $n-1$. Bob also does the same for private key $b$.
2. Alice makes $A = g^{a}\mod n$. She shares $A$ publicly. 
3. Bob makes $B=g^b \mod n$. He shares $B$ publicly.
4. Alice will then compute her final secret: $s_{alice} = B^a \mod n = (g^{b} \mod n)^a \mod n = (g^b)^a \mod n = g^{ba} \mod n$
5. The beauty of this is that whenever Bob calculates his final secret, it will ALSO EQUAL $s=g^{ab} \mod n$. And neither of them shared either $a$ nor $b$ to the public! Genius imo.
6. ***Alice's Public Key:*** is $(n,g,A)$, where $A=g^{a} \mod p$
7. Don't ask how (right now), but we can use that to come up with a cipher-text that is only undone if someone has $a$. 

### (Open) Problems:
- This works flawlessly!.. If you're assuming the attacker in the open is passive. But what if the attacker changes the values that get shared to the public? Like the attacker would be able to tell Alice it's Bob and Bob it's Alice. The solution? Sign every message using [[Digital Signature]] ***(Station to Station)***. 
- You can achieve [[Forward Secrecy]] by using temporary (ephemeral) private keys for each session. 

### Station to Station:
- When sharing $A$ or $B$ publicly, sign them with your private key (requires effective [[Public Key Infrastructure (PKI)|PKI]]). That way, anyone who tries to be in the middle, isn't able to change their ***A*** to ***E***! *(Remember, thanks to [[Asymmetric Encryption]], we can sign things with our private key, and our public key let's people know it's exclusively ours!)*

## ElGamal Encryption, by Comparison:
Surprisingly simple. 
- In Diffie-Hellman, two parties come up with a key together (using the algorithm above.)
- In El Gamal, we come up with 2 keys and use them for the encryption. It comes up with 
	- Instead of simply saying *""Ok cool we've both agreed on keys to use""* as DH does, ElGamal just starts using the keys to encrypt and decrypt messages. 

Thus, DH is a sub-set of ElGamal."
Firewall.md,"Firewall.md

## What?:
A device that isolates the ""*secure*"" private network to the ""*unsecure*"" public network.

### How?
Basically it applies *policies* (read: rules) that decides whether to allow or deny traffic. May look something like below. Note that the rules go top to bottom. :

![[Pasted image 20241002114639.png|500]]

## Types of Firewalls:
#### Packet Filters (stateless):
- If a packet matches the packet filter's set of rules, the filter will drop it.

#### Stateful:
- Maintains a record of all connections passing through it and can determine if a packet is either the start of a new connection, an existing connection or an invalid packet.

#### Application Layer:
- Works like a ***proxy*** - can *""read""* through protocols. Would inspect traffic, blocking based on it's rules (eg blocking websites, viruses etc.).

#### Takeaway of them?
They're good. You need one. But they won't do much."
Symmetric Encryption.md,"Symmetric Encryption.md

## What?
Encryption where everyone that wants to read the message, has the same key. 

### What makes a secure encryption?
- Ideally an enemy can't make their own secret *key*.
- Ideally an enemy can't recover the entire plaintext *m*.
- Ideally an enemy can't recover *any* of the plaintext *m*.

### The attacker may have access to:
- Some plaintext
- Some cipher text / plain text pairs
- They may have access to the encryptor (*encryption oracle*) that can encrypt plain text. 
- They likely would only have a realistic amount of compute.


## WTF do we do with Keys?
Good question lol. 

### What's Malleability in Encryption:
If an attacker can change the ciphertext in such a way that it ***predictably*** changes the then decrypted plaintext, the encryption is malleable."
Conditional Statements.md,"Conditional Statements.md

With reference to [[Logical Connectives]]:

A statement that combines propositions: 
***If $p$ then $q$, $p$->$q$***. 

![[Screenshot 2023-09-20 at 11.39.34 a.m..png]]

### Biconditional
![[Screenshot 2023-09-20 at 11.41.03 a.m..png]]"
Operating System (OS).md,"Operating System (OS).md

> [!warning] Architecture$^2$
> Wait! This page refers to ***OS architecture***, which focuses on designing an environment for applications to run, abstracted away from hardware details. It's different from [[ISA (Architecture)]], which defines how software at the lowest level (eg [[(MIPS) Assembly Language|assembly]]) operates. 

## What Can It Do?
There's some key identifiers:
- It's in charge of separating the [[Kernel Vs User Mode]]. s.
- It runs [[Processes]]

## Parts to it...
It's the interface between a computer's hardware and the software running and users. It handles:
- [[CPU - Processor Components]]
- [[Virtual Memory]]
- [[IO]] and more...



### Potential [[Computer Security]] Concerns:
- The computer may have users with different permissions to the resources of the computer. The OS should have mechanisms to ***isolate different users***. ([[Privilege Separation]])
	- One user should be able to run `sudo`, another should not - quite a unique problem when you think about it. 
- The OS should have a way to run different applications at the same time, ***safely***. The terminal (or malicious app) shouldn't be able to access the memory of your web-browser."
